Meas. m/z,#,Ion Formula,Score,m/z,err [ppm],Mean err [ppm],mSigma,rdb,e¯ Conf,N-Rule,H/C,KM [CH2],KMD [CH2],I,N/C,NKM [CH2],O/C,O/N,S/C
182.166533,1,C12H22O,100,182.166517,-0.1,0,19,2.5,odd,ok,1.833,181.963124,0.036876,2738533,0,182,0.083,0,0
,1,C12H22O,100,182.166517,-0.1,0,19,2.5,odd,ok,1.833,181.963124,0.036876,,0,182,0.083,0,0
,1,C12H22O,100,182.166517,-0.1,0,19,2.5,odd,ok,1.833,181.963124,0.036876,,0,182,0.083,0,0
,1,C12H22O,100,182.166517,-0.1,0,19,2.5,odd,ok,1.833,181.963124,0.036876,,0,182,0.083,0,0
,1,C12H22O,100,182.166517,-0.1,0,19,2.5,odd,ok,1.833,181.963124,0.036876,,0,182,0.083,0,0
,1,C12H22O,100,182.166517,-0.1,0,19,2.5,odd,ok,1.833,181.963124,0.036876,,0,182,0.083,0,0
182.202897,1,C13H26,100,182.202902,0,0,12.7,1.5,odd,ok,2,181.999448,0.000552,73773168,0,182,0,0,0
,1,C13H26,100,182.202902,0,0,12.7,1.5,odd,ok,2,181.999448,0.000552,,0,182,0,0,0
,1,C13H26,100,182.202902,0,0,12.7,1.5,odd,ok,2,181.999448,0.000552,,0,182,0,0,0
,1,C13H26,100,182.202902,0,0,12.7,1.5,odd,ok,2,181.999448,0.000552,,0,182,0,0,0
,1,C13H26,100,182.202902,0,0,12.7,1.5,odd,ok,2,181.999448,0.000552,,0,182,0,0,0
,1,C13H26,100,182.202902,0,0,12.7,1.5,odd,ok,2,181.999448,0.000552,,0,182,0,0,0
183.174346,1,C12H23O,100,183.174342,0,0,n.a.,2,even,ok,1.917,182.969812,0.030188,422900,0,183,0.083,0,0
,1,C12H23O,100,183.174342,0,0,n.a.,2,even,ok,1.917,182.969812,0.030188,,0,183,0.083,0,0
,1,C12H23O,100,183.174342,0,0,n.a.,2,even,ok,1.917,182.969812,0.030188,,0,183,0.083,0,0
,1,C12H23O,100,183.174342,0,0,n.a.,2,even,ok,1.917,182.969812,0.030188,,0,183,0.083,0,0
,1,C12H23O,100,183.174342,0,0,n.a.,2,even,ok,1.917,182.969812,0.030188,,0,183,0.083,0,0
,1,C12H23O,100,183.174342,0,0,n.a.,2,even,ok,1.917,182.969812,0.030188,,0,183,0.083,0,0
183.210732,1,C13H27,100,183.210727,0,0,17.7,1,even,ok,2.077,183.006157,-0.006157,16449273,0,183,0,0,0
,1,C13H27,100,183.210727,0,0,17.7,1,even,ok,2.077,183.006157,-0.006157,,0,183,0,0,0
,1,C13H27,100,183.210727,0,0,17.7,1,even,ok,2.077,183.006157,-0.006157,,0,183,0,0,0
,1,C13H27,100,183.210727,0,0,17.7,1,even,ok,2.077,183.006157,-0.006157,,0,183,0,0,0
,1,C13H27,100,183.210727,0,0,17.7,1,even,ok,2.077,183.006157,-0.006157,,0,183,0,0,0
,1,C13H27,100,183.210727,0,0,17.7,1,even,ok,2.077,183.006157,-0.006157,,0,183,0,0,0
184.128026,1,C11H20S,100,184.128023,0,0,20.5,4.5,odd,ok,1.818,183.922427,0.077573,3291493,0,184,0,0,0.091
,1,C11H20S,100,184.128023,0,0,20.5,4.5,odd,ok,1.818,183.922427,0.077573,,0,184,0,0,0.091
,1,C11H20S,100,184.128023,0,0,20.5,4.5,odd,ok,1.818,183.922427,0.077573,,0,184,0,0,0.091
,1,C11H20S,100,184.128023,0,0,20.5,4.5,odd,ok,1.818,183.922427,0.077573,,0,184,0,0,0.091
,1,C11H20S,100,184.128023,0,0,20.5,4.5,odd,ok,1.818,183.922427,0.077573,,0,184,0,0,0.091
,1,C11H20S,100,184.128023,0,0,20.5,4.5,odd,ok,1.818,183.922427,0.077573,,0,184,0,0,0.091
184.205968,1,C12H26N,100,184.205976,0,0,n.a.,1,even,ok,2.167,184.000282,-0.000282,439380,0.083,184,0,0,0
,1,C12H26N,100,184.205976,0,0,n.a.,1,even,ok,2.167,184.000282,-0.000282,,0.083,184,0,0,0
,1,C12H26N,100,184.205976,0,0,n.a.,1,even,ok,2.167,184.000282,-0.000282,,0.083,184,0,0,0
,1,C12H26N,100,184.205976,0,0,n.a.,1,even,ok,2.167,184.000282,-0.000282,,0.083,184,0,0,0
,1,C12H26N,100,184.205976,0,0,n.a.,1,even,ok,2.167,184.000282,-0.000282,,0.083,184,0,0,0
,1,C12H26N,100,184.205976,0,0,n.a.,1,even,ok,2.167,184.000282,-0.000282,,0.083,184,0,0,0
,1,C12H26N,100,184.205976,0,0,n.a.,1,even,ok,2.167,184.000282,-0.000282,,0.083,184,0,0,0
184.218539,1,C13H28,100,184.218552,0.1,0.1,5.6,0.5,odd,ok,2.154,184.012839,-0.012839,303188000,0,184,0,0,0
,1,C13H28,100,184.218552,0.1,0.1,5.6,0.5,odd,ok,2.154,184.012839,-0.012839,,0,184,0,0,0
,1,C13H28,100,184.218552,0.1,0.1,5.6,0.5,odd,ok,2.154,184.012839,-0.012839,,0,184,0,0,0
,1,C13H28,100,184.218552,0.1,0.1,5.6,0.5,odd,ok,2.154,184.012839,-0.012839,,0,184,0,0,0
,1,C13H28,100,184.218552,0.1,0.1,5.6,0.5,odd,ok,2.154,184.012839,-0.012839,,0,184,0,0,0
,1,C13H28,100,184.218552,0.1,0.1,5.6,0.5,odd,ok,2.154,184.012839,-0.012839,,0,184,0,0,0
185.18997,1,C12H25O,100,185.189992,0.1,0,8.2,1,even,ok,2.083,184.983186,0.016814,4774880,0,185,0.083,0,0
,1,C12H25O,100,185.189992,0.1,0,8.2,1,even,ok,2.083,184.983186,0.016814,,0,185,0.083,0,0
,1,C12H25O,100,185.189992,0.1,0,8.2,1,even,ok,2.083,184.983186,0.016814,,0,185,0.083,0,0
,1,C12H25O,100,185.189992,0.1,0,8.2,1,even,ok,2.083,184.983186,0.016814,,0,185,0.083,0,0
,1,C12H25O,100,185.189992,0.1,0,8.2,1,even,ok,2.083,184.983186,0.016814,,0,185,0.083,0,0
,1,C12H25O,100,185.189992,0.1,0,8.2,1,even,ok,2.083,184.983186,0.016814,,0,185,0.083,0,0
185.213695,1,C12H27N,100,185.213801,0.6,0.3,n.a.,0.5,odd,ok,2.25,185.006884,-0.006884,361374,0.083,185,0,0,0
,1,C12H27N,100,185.213801,0.6,0.3,n.a.,0.5,odd,ok,2.25,185.006884,-0.006884,,0.083,185,0,0,0
,1,C12H27N,100,185.213801,0.6,0.3,n.a.,0.5,odd,ok,2.25,185.006884,-0.006884,,0.083,185,0,0,0
,1,C12H27N,100,185.213801,0.6,0.3,n.a.,0.5,odd,ok,2.25,185.006884,-0.006884,,0.083,185,0,0,0
,1,C12H27N,100,185.213801,0.6,0.3,n.a.,0.5,odd,ok,2.25,185.006884,-0.006884,,0.083,185,0,0,0
,1,C12H27N,100,185.213801,0.6,0.3,n.a.,0.5,odd,ok,2.25,185.006884,-0.006884,,0.083,185,0,0,0
,1,C12H27N,100,185.213801,0.6,0.3,n.a.,0.5,odd,ok,2.25,185.006884,-0.006884,,0.083,185,0,0,0
185.226361,1,C13H29,100,185.226377,0.1,0,9.4,0,even,ok,2.231,185.019536,-0.019536,10743502,0,185,0,0,0
,1,C13H29,100,185.226377,0.1,0,9.4,0,even,ok,2.231,185.019536,-0.019536,,0,185,0,0,0
,1,C13H29,100,185.226377,0.1,0,9.4,0,even,ok,2.231,185.019536,-0.019536,,0,185,0,0,0
,1,C13H29,100,185.226377,0.1,0,9.4,0,even,ok,2.231,185.019536,-0.019536,,0,185,0,0,0
,1,C13H29,100,185.226377,0.1,0,9.4,0,even,ok,2.231,185.019536,-0.019536,,0,185,0,0,0
,1,C13H29,100,185.226377,0.1,0,9.4,0,even,ok,2.231,185.019536,-0.019536,,0,185,0,0,0
186.197819,1,C12H26O,100,186.197817,0,0,4.5,0.5,odd,ok,2.167,185.989909,0.010091,2788036,0,186,0.083,0,0
,1,C12H26O,100,186.197817,0,0,4.5,0.5,odd,ok,2.167,185.989909,0.010091,,0,186,0.083,0,0
,1,C12H26O,100,186.197817,0,0,4.5,0.5,odd,ok,2.167,185.989909,0.010091,,0,186,0.083,0,0
,1,C12H26O,100,186.197817,0,0,4.5,0.5,odd,ok,2.167,185.989909,0.010091,,0,186,0.083,0,0
,1,C12H26O,100,186.197817,0,0,4.5,0.5,odd,ok,2.167,185.989909,0.010091,,0,186,0.083,0,0
,1,C12H26O,100,186.197817,0,0,4.5,0.5,odd,ok,2.167,185.989909,0.010091,,0,186,0.083,0,0
186.221624,1,C12H28N,100,186.221626,0,0,n.a.,0,even,ok,2.333,186.013688,-0.013688,1967891,0.083,186,0,0,0
,1,C12H28N,100,186.221626,0,0,n.a.,0,even,ok,2.333,186.013688,-0.013688,,0.083,186,0,0,0
,1,C12H28N,100,186.221626,0,0,n.a.,0,even,ok,2.333,186.013688,-0.013688,,0.083,186,0,0,0
,1,C12H28N,100,186.221626,0,0,n.a.,0,even,ok,2.333,186.013688,-0.013688,,0.083,186,0,0,0
,1,C12H28N,100,186.221626,0,0,n.a.,0,even,ok,2.333,186.013688,-0.013688,,0.083,186,0,0,0
,1,C12H28N,100,186.221626,0,0,n.a.,0,even,ok,2.333,186.013688,-0.013688,,0.083,186,0,0,0
,1,C12H28N,100,186.221626,0,0,n.a.,0,even,ok,2.333,186.013688,-0.013688,,0.083,186,0,0,0
187.205628,1,C12H27O,100,187.205642,0.1,0,n.a.,0,even,ok,2.25,186.996593,0.003407,1751336,0,187,0.083,0,0
,1,C12H27O,100,187.205642,0.1,0,n.a.,0,even,ok,2.25,186.996593,0.003407,,0,187,0.083,0,0
,1,C12H27O,100,187.205642,0.1,0,n.a.,0,even,ok,2.25,186.996593,0.003407,,0,187,0.083,0,0
,1,C12H27O,100,187.205642,0.1,0,n.a.,0,even,ok,2.25,186.996593,0.003407,,0,187,0.083,0,0
,1,C12H27O,100,187.205642,0.1,0,n.a.,0,even,ok,2.25,186.996593,0.003407,,0,187,0.083,0,0
,1,C12H27O,100,187.205642,0.1,0,n.a.,0,even,ok,2.25,186.996593,0.003407,,0,187,0.083,0,0
189.16378,1,C14H21,100,189.163777,0,0,n.a.,5,even,ok,1.5,188.952558,0.047442,1654496,0,189,0,0,0
,1,C14H21,100,189.163777,0,0,n.a.,5,even,ok,1.5,188.952558,0.047442,,0,189,0,0,0
,1,C14H21,100,189.163777,0,0,n.a.,5,even,ok,1.5,188.952558,0.047442,,0,189,0,0,0
,1,C14H21,100,189.163777,0,0,n.a.,5,even,ok,1.5,188.952558,0.047442,,0,189,0,0,0
,1,C14H21,100,189.163777,0,0,n.a.,5,even,ok,1.5,188.952558,0.047442,,0,189,0,0,0
,1,C14H21,100,189.163777,0,0,n.a.,5,even,ok,1.5,188.952558,0.047442,,0,189,0,0,0
,1,C14H21,100,189.163777,0,0,n.a.,5,even,ok,1.5,188.952558,0.047442,,0,189,0,0,0
189.167117,1,C11H25S,100,189.167148,0.2,-0.8,141.8,2,even,ok,2.273,188.955892,0.044108,1757330,0,189,0,0,0.091
,1,C11H25S,100,189.167148,0.2,-0.8,141.8,2,even,ok,2.273,188.955892,0.044108,,0,189,0,0,0.091
,1,C11H25S,100,189.167148,0.2,-0.8,141.8,2,even,ok,2.273,188.955892,0.044108,,0,189,0,0,0.091
,1,C11H25S,100,189.167148,0.2,-0.8,141.8,2,even,ok,2.273,188.955892,0.044108,,0,189,0,0,0.091
,1,C11H25S,100,189.167148,0.2,-0.8,141.8,2,even,ok,2.273,188.955892,0.044108,,0,189,0,0,0.091
,1,C11H25S,100,189.167148,0.2,-0.8,141.8,2,even,ok,2.273,188.955892,0.044108,,0,189,0,0,0.091
190.17156,1,C14H22,100,190.171602,0.2,-4.1,525.5,4.5,odd,ok,1.571,189.959213,0.040787,760518,0,190,0,0,0
,1,C14H22,100,190.171602,0.2,-4.1,525.5,4.5,odd,ok,1.571,189.959213,0.040787,,0,190,0,0,0
,1,C14H22,100,190.171602,0.2,-4.1,525.5,4.5,odd,ok,1.571,189.959213,0.040787,,0,190,0,0,0
,1,C14H22,100,190.171602,0.2,-4.1,525.5,4.5,odd,ok,1.571,189.959213,0.040787,,0,190,0,0,0
,1,C14H22,100,190.171602,0.2,-4.1,525.5,4.5,odd,ok,1.571,189.959213,0.040787,,0,190,0,0,0
,1,C14H22,100,190.171602,0.2,-4.1,525.5,4.5,odd,ok,1.571,189.959213,0.040787,,0,190,0,0,0
190.174987,1,C11H26S,100,190.174973,-0.1,-0.8,27.2,1.5,odd,ok,2.364,189.962636,0.037364,10040016,0,190,0,0,0.091
,1,C11H26S,100,190.174973,-0.1,-0.8,27.2,1.5,odd,ok,2.364,189.962636,0.037364,,0,190,0,0,0.091
,1,C11H26S,100,190.174973,-0.1,-0.8,27.2,1.5,odd,ok,2.364,189.962636,0.037364,,0,190,0,0,0.091
,1,C11H26S,100,190.174973,-0.1,-0.8,27.2,1.5,odd,ok,2.364,189.962636,0.037364,,0,190,0,0,0.091
,1,C11H26S,100,190.174973,-0.1,-0.8,27.2,1.5,odd,ok,2.364,189.962636,0.037364,,0,190,0,0,0.091
,1,C11H26S,100,190.174973,-0.1,-0.8,27.2,1.5,odd,ok,2.364,189.962636,0.037364,,0,190,0,0,0.091
191.179415,1,C14H23,100,191.179427,0.1,0.1,28.5,4,even,ok,1.643,190.965942,0.034058,3317571,0,191,0,0,0
,1,C14H23,100,191.179427,0.1,0.1,28.5,4,even,ok,1.643,190.965942,0.034058,,0,191,0,0,0
,1,C14H23,100,191.179427,0.1,0.1,28.5,4,even,ok,1.643,190.965942,0.034058,,0,191,0,0,0
,1,C14H23,100,191.179427,0.1,0.1,28.5,4,even,ok,1.643,190.965942,0.034058,,0,191,0,0,0
,1,C14H23,100,191.179427,0.1,0.1,28.5,4,even,ok,1.643,190.965942,0.034058,,0,191,0,0,0
,1,C14H23,100,191.179427,0.1,0.1,28.5,4,even,ok,1.643,190.965942,0.034058,,0,191,0,0,0
,1,C14H23,100,191.179427,0.1,0.1,28.5,4,even,ok,1.643,190.965942,0.034058,,0,191,0,0,0
192.187237,1,C14H24,100,192.187252,0.1,0.1,13,3.5,odd,ok,1.714,191.972639,0.027361,61464372,0,192,0,0,0
,1,C14H24,100,192.187252,0.1,0.1,13,3.5,odd,ok,1.714,191.972639,0.027361,,0,192,0,0,0
,1,C14H24,100,192.187252,0.1,0.1,13,3.5,odd,ok,1.714,191.972639,0.027361,,0,192,0,0,0
,1,C14H24,100,192.187252,0.1,0.1,13,3.5,odd,ok,1.714,191.972639,0.027361,,0,192,0,0,0
,1,C14H24,100,192.187252,0.1,0.1,13,3.5,odd,ok,1.714,191.972639,0.027361,,0,192,0,0,0
,1,C14H24,100,192.187252,0.1,0.1,13,3.5,odd,ok,1.714,191.972639,0.027361,,0,192,0,0,0
193.195081,1,C14H25,100,193.195077,0,3.9,415.1,3,even,ok,1.786,192.979357,0.020643,8890738,0,193,0,0,0
,1,C14H25,100,193.195077,0,3.9,415.1,3,even,ok,1.786,192.979357,0.020643,,0,193,0,0,0
,1,C14H25,100,193.195077,0,3.9,415.1,3,even,ok,1.786,192.979357,0.020643,,0,193,0,0,0
,1,C14H25,100,193.195077,0,3.9,415.1,3,even,ok,1.786,192.979357,0.020643,,0,193,0,0,0
,1,C14H25,100,193.195077,0,3.9,415.1,3,even,ok,1.786,192.979357,0.020643,,0,193,0,0,0
,1,C14H25,100,193.195077,0,3.9,415.1,3,even,ok,1.786,192.979357,0.020643,,0,193,0,0,0
,1,C14H25,100,193.195077,0,3.9,415.1,3,even,ok,1.786,192.979357,0.020643,,0,193,0,0,0
194.190347,1,C13H24N,100,194.190326,-0.1,-0.1,n.a.,3,even,ok,1.846,193.973512,0.026488,1257967,0.077,194,0,0,0
,1,C13H24N,100,194.190326,-0.1,-0.1,n.a.,3,even,ok,1.846,193.973512,0.026488,,0.077,194,0,0,0
,1,C13H24N,100,194.190326,-0.1,-0.1,n.a.,3,even,ok,1.846,193.973512,0.026488,,0.077,194,0,0,0
,1,C13H24N,100,194.190326,-0.1,-0.1,n.a.,3,even,ok,1.846,193.973512,0.026488,,0.077,194,0,0,0
,1,C13H24N,100,194.190326,-0.1,-0.1,n.a.,3,even,ok,1.846,193.973512,0.026488,,0.077,194,0,0,0
,1,C13H24N,100,194.190326,-0.1,-0.1,n.a.,3,even,ok,1.846,193.973512,0.026488,,0.077,194,0,0,0
,1,C13H24N,100,194.190326,-0.1,-0.1,n.a.,3,even,ok,1.846,193.973512,0.026488,,0.077,194,0,0,0
194.202898,1,C14H26,100,194.202902,0,0.1,9.7,2.5,odd,ok,1.857,193.986049,0.013951,86964720,0,194,0,0,0
,1,C14H26,100,194.202902,0,0.1,9.7,2.5,odd,ok,1.857,193.986049,0.013951,,0,194,0,0,0
,1,C14H26,100,194.202902,0,0.1,9.7,2.5,odd,ok,1.857,193.986049,0.013951,,0,194,0,0,0
,1,C14H26,100,194.202902,0,0.1,9.7,2.5,odd,ok,1.857,193.986049,0.013951,,0,194,0,0,0
,1,C14H26,100,194.202902,0,0.1,9.7,2.5,odd,ok,1.857,193.986049,0.013951,,0,194,0,0,0
,1,C14H26,100,194.202902,0,0.1,9.7,2.5,odd,ok,1.857,193.986049,0.013951,,0,194,0,0,0
195.174325,1,C13H23O,100,195.174342,0.1,0,n.a.,3,even,ok,1.769,194.956391,0.043609,2098150,0,195,0.077,0,0
,1,C13H23O,100,195.174342,0.1,0,n.a.,3,even,ok,1.769,194.956391,0.043609,,0,195,0.077,0,0
,1,C13H23O,100,195.174342,0.1,0,n.a.,3,even,ok,1.769,194.956391,0.043609,,0,195,0.077,0,0
,1,C13H23O,100,195.174342,0.1,0,n.a.,3,even,ok,1.769,194.956391,0.043609,,0,195,0.077,0,0
,1,C13H23O,100,195.174342,0.1,0,n.a.,3,even,ok,1.769,194.956391,0.043609,,0,195,0.077,0,0
,1,C13H23O,100,195.174342,0.1,0,n.a.,3,even,ok,1.769,194.956391,0.043609,,0,195,0.077,0,0
195.198167,1,C13H25N,100,195.198151,-0.1,-0.1,6.2,2.5,odd,ok,1.923,194.980207,0.019793,6486318,0.077,195,0,0,0
,1,C13H25N,100,195.198151,-0.1,-0.1,6.2,2.5,odd,ok,1.923,194.980207,0.019793,,0.077,195,0,0,0
,1,C13H25N,100,195.198151,-0.1,-0.1,6.2,2.5,odd,ok,1.923,194.980207,0.019793,,0.077,195,0,0,0
,1,C13H25N,100,195.198151,-0.1,-0.1,6.2,2.5,odd,ok,1.923,194.980207,0.019793,,0.077,195,0,0,0
,1,C13H25N,100,195.198151,-0.1,-0.1,6.2,2.5,odd,ok,1.923,194.980207,0.019793,,0.077,195,0,0,0
,1,C13H25N,100,195.198151,-0.1,-0.1,6.2,2.5,odd,ok,1.923,194.980207,0.019793,,0.077,195,0,0,0
,1,C13H25N,100,195.198151,-0.1,-0.1,6.2,2.5,odd,ok,1.923,194.980207,0.019793,,0.077,195,0,0,0
195.210746,1,C14H27,100,195.210727,-0.1,0,4.8,2,even,ok,1.929,194.992772,0.007228,27617880,0,195,0,0,0
,1,C14H27,100,195.210727,-0.1,0,4.8,2,even,ok,1.929,194.992772,0.007228,,0,195,0,0,0
,1,C14H27,100,195.210727,-0.1,0,4.8,2,even,ok,1.929,194.992772,0.007228,,0,195,0,0,0
,1,C14H27,100,195.210727,-0.1,0,4.8,2,even,ok,1.929,194.992772,0.007228,,0,195,0,0,0
,1,C14H27,100,195.210727,-0.1,0,4.8,2,even,ok,1.929,194.992772,0.007228,,0,195,0,0,0
,1,C14H27,100,195.210727,-0.1,0,4.8,2,even,ok,1.929,194.992772,0.007228,,0,195,0,0,0
,1,C14H27,100,195.210727,-0.1,0,4.8,2,even,ok,1.929,194.992772,0.007228,,0,195,0,0,0
196.182145,1,C13H24O,100,196.182167,0.1,0.1,10.5,2.5,odd,ok,1.846,195.963086,0.036914,11062299,0,196,0.077,0,0
,1,C13H24O,100,196.182167,0.1,0.1,10.5,2.5,odd,ok,1.846,195.963086,0.036914,,0,196,0.077,0,0
,1,C13H24O,100,196.182167,0.1,0.1,10.5,2.5,odd,ok,1.846,195.963086,0.036914,,0,196,0.077,0,0
,1,C13H24O,100,196.182167,0.1,0.1,10.5,2.5,odd,ok,1.846,195.963086,0.036914,,0,196,0.077,0,0
,1,C13H24O,100,196.182167,0.1,0.1,10.5,2.5,odd,ok,1.846,195.963086,0.036914,,0,196,0.077,0,0
,1,C13H24O,100,196.182167,0.1,0.1,10.5,2.5,odd,ok,1.846,195.963086,0.036914,,0,196,0.077,0,0
196.205998,1,C13H26N,100,196.205976,-0.1,-0.1,n.a.,2,even,ok,2,195.986913,0.013087,519399,0.077,196,0,0,0
,1,C13H26N,100,196.205976,-0.1,-0.1,n.a.,2,even,ok,2,195.986913,0.013087,,0.077,196,0,0,0
,1,C13H26N,100,196.205976,-0.1,-0.1,n.a.,2,even,ok,2,195.986913,0.013087,,0.077,196,0,0,0
,1,C13H26N,100,196.205976,-0.1,-0.1,n.a.,2,even,ok,2,195.986913,0.013087,,0.077,196,0,0,0
,1,C13H26N,100,196.205976,-0.1,-0.1,n.a.,2,even,ok,2,195.986913,0.013087,,0.077,196,0,0,0
,1,C13H26N,100,196.205976,-0.1,-0.1,n.a.,2,even,ok,2,195.986913,0.013087,,0.077,196,0,0,0
,1,C13H26N,100,196.205976,-0.1,-0.1,n.a.,2,even,ok,2,195.986913,0.013087,,0.077,196,0,0,0
196.218557,1,C14H28,100,196.218552,0,0,1.9,1.5,odd,ok,2,195.999458,0.000542,189295024,0,196,0,0,0
,1,C14H28,100,196.218552,0,0,1.9,1.5,odd,ok,2,195.999458,0.000542,,0,196,0,0,0
,1,C14H28,100,196.218552,0,0,1.9,1.5,odd,ok,2,195.999458,0.000542,,0,196,0,0,0
,1,C14H28,100,196.218552,0,0,1.9,1.5,odd,ok,2,195.999458,0.000542,,0,196,0,0,0
,1,C14H28,100,196.218552,0,0,1.9,1.5,odd,ok,2,195.999458,0.000542,,0,196,0,0,0
,1,C14H28,100,196.218552,0,0,1.9,1.5,odd,ok,2,195.999458,0.000542,,0,196,0,0,0
197.135819,1,C12H21S,100,197.135848,0.1,0.1,n.a.,5,even,ok,1.75,196.915695,0.084305,862492,0,197,0,0,0.083
,1,C12H21S,100,197.135848,0.1,0.1,n.a.,5,even,ok,1.75,196.915695,0.084305,,0,197,0,0,0.083
,1,C12H21S,100,197.135848,0.1,0.1,n.a.,5,even,ok,1.75,196.915695,0.084305,,0,197,0,0,0.083
,1,C12H21S,100,197.135848,0.1,0.1,n.a.,5,even,ok,1.75,196.915695,0.084305,,0,197,0,0,0.083
,1,C12H21S,100,197.135848,0.1,0.1,n.a.,5,even,ok,1.75,196.915695,0.084305,,0,197,0,0,0.083
,1,C12H21S,100,197.135848,0.1,0.1,n.a.,5,even,ok,1.75,196.915695,0.084305,,0,197,0,0,0.083
197.189977,1,C13H25O,100,197.189992,0.1,0,n.a.,2,even,ok,1.923,196.969793,0.030207,1634424,0,197,0.077,0,0
,1,C13H25O,100,197.189992,0.1,0,n.a.,2,even,ok,1.923,196.969793,0.030207,,0,197,0.077,0,0
,1,C13H25O,100,197.189992,0.1,0,n.a.,2,even,ok,1.923,196.969793,0.030207,,0,197,0.077,0,0
,1,C13H25O,100,197.189992,0.1,0,n.a.,2,even,ok,1.923,196.969793,0.030207,,0,197,0.077,0,0
,1,C13H25O,100,197.189992,0.1,0,n.a.,2,even,ok,1.923,196.969793,0.030207,,0,197,0.077,0,0
,1,C13H25O,100,197.189992,0.1,0,n.a.,2,even,ok,1.923,196.969793,0.030207,,0,197,0.077,0,0
197.22639,1,C14H29,100,197.226377,-0.1,3.7,31.2,1,even,ok,2.071,197.006165,-0.006165,7751667,0,197,0,0,0
,1,C14H29,100,197.226377,-0.1,3.7,31.2,1,even,ok,2.071,197.006165,-0.006165,,0,197,0,0,0
,1,C14H29,100,197.226377,-0.1,3.7,31.2,1,even,ok,2.071,197.006165,-0.006165,,0,197,0,0,0
,1,C14H29,100,197.226377,-0.1,3.7,31.2,1,even,ok,2.071,197.006165,-0.006165,,0,197,0,0,0
,1,C14H29,100,197.226377,-0.1,3.7,31.2,1,even,ok,2.071,197.006165,-0.006165,,0,197,0,0,0
,1,C14H29,100,197.226377,-0.1,3.7,31.2,1,even,ok,2.071,197.006165,-0.006165,,0,197,0,0,0
,1,C14H29,100,197.226377,-0.1,3.7,31.2,1,even,ok,2.071,197.006165,-0.006165,,0,197,0,0,0
198.143674,1,C12H22S,100,198.143673,0,0,7.1,4.5,odd,ok,1.833,197.922425,0.077575,16090392,0,198,0,0,0.083
,1,C12H22S,100,198.143673,0,0,7.1,4.5,odd,ok,1.833,197.922425,0.077575,,0,198,0,0,0.083
,1,C12H22S,100,198.143673,0,0,7.1,4.5,odd,ok,1.833,197.922425,0.077575,,0,198,0,0,0.083
,1,C12H22S,100,198.143673,0,0,7.1,4.5,odd,ok,1.833,197.922425,0.077575,,0,198,0,0,0.083
,1,C12H22S,100,198.143673,0,0,7.1,4.5,odd,ok,1.833,197.922425,0.077575,,0,198,0,0,0.083
,1,C12H22S,100,198.143673,0,0,7.1,4.5,odd,ok,1.833,197.922425,0.077575,,0,198,0,0,0.083
198.197787,1,C13H26O,100,198.197817,0.2,0.1,n.a.,1.5,odd,ok,2,197.976478,0.023522,1382006,0,198,0.077,0,0
,1,C13H26O,100,198.197817,0.2,0.1,n.a.,1.5,odd,ok,2,197.976478,0.023522,,0,198,0.077,0,0
,1,C13H26O,100,198.197817,0.2,0.1,n.a.,1.5,odd,ok,2,197.976478,0.023522,,0,198,0.077,0,0
,1,C13H26O,100,198.197817,0.2,0.1,n.a.,1.5,odd,ok,2,197.976478,0.023522,,0,198,0.077,0,0
,1,C13H26O,100,198.197817,0.2,0.1,n.a.,1.5,odd,ok,2,197.976478,0.023522,,0,198,0.077,0,0
,1,C13H26O,100,198.197817,0.2,0.1,n.a.,1.5,odd,ok,2,197.976478,0.023522,,0,198,0.077,0,0
198.221637,1,C13H28N,100,198.221626,-0.1,0,n.a.,1,even,ok,2.154,198.000301,-0.000301,1255628,0.077,198,0,0,0
,1,C13H28N,100,198.221626,-0.1,0,n.a.,1,even,ok,2.154,198.000301,-0.000301,,0.077,198,0,0,0
,1,C13H28N,100,198.221626,-0.1,0,n.a.,1,even,ok,2.154,198.000301,-0.000301,,0.077,198,0,0,0
,1,C13H28N,100,198.221626,-0.1,0,n.a.,1,even,ok,2.154,198.000301,-0.000301,,0.077,198,0,0,0
,1,C13H28N,100,198.221626,-0.1,0,n.a.,1,even,ok,2.154,198.000301,-0.000301,,0.077,198,0,0,0
,1,C13H28N,100,198.221626,-0.1,0,n.a.,1,even,ok,2.154,198.000301,-0.000301,,0.077,198,0,0,0
,1,C13H28N,100,198.221626,-0.1,0,n.a.,1,even,ok,2.154,198.000301,-0.000301,,0.077,198,0,0,0
198.234212,1,C14H30,100,198.234202,0,0,2.2,0.5,odd,ok,2.143,198.012862,-0.012862,198049840,0,198,0,0,0
,1,C14H30,100,198.234202,0,0,2.2,0.5,odd,ok,2.143,198.012862,-0.012862,,0,198,0,0,0
,1,C14H30,100,198.234202,0,0,2.2,0.5,odd,ok,2.143,198.012862,-0.012862,,0,198,0,0,0
,1,C14H30,100,198.234202,0,0,2.2,0.5,odd,ok,2.143,198.012862,-0.012862,,0,198,0,0,0
,1,C14H30,100,198.234202,0,0,2.2,0.5,odd,ok,2.143,198.012862,-0.012862,,0,198,0,0,0
,1,C14H30,100,198.234202,0,0,2.2,0.5,odd,ok,2.143,198.012862,-0.012862,,0,198,0,0,0
199.169274,1,C12H23O2,100,199.169256,-0.1,0,4.5,2,even,ok,1.917,198.94688,0.05312,2738231,0,199,0.167,0,0
